Stress,CESD,N,E,O,A,C,sex
10,9,42.94 ,64.07 ,51.11 ,57.83 ,47.18 ,1
9,9,39.30 ,30.02 ,37.20 ,57.63 ,39.32 ,0
13,10,49.20 ,41.05 ,50.66 ,50.58 ,35.06 ,0
24,10,50.73 ,50.05 ,44.41 ,42.97 ,35.74 ,1
26,10,74.11 ,37.31 ,46.98 ,54.59 ,37.75 ,1
45,22,58.99 ,54.93 ,61.32 ,22.00 ,46.04 ,1
23,9,61.08 ,35.81 ,45.39 ,53.47 ,36.92 ,1
15,13,65.91 ,33.60 ,38.51 ,44.92 ,29.96 ,1
17,10,66.80 ,41.36 ,63.05 ,26.48 ,32.19 ,1
9,4,44.60 ,35.36 ,39.46 ,52.06 ,49.05 ,0
21,21,70.58 ,40.37 ,63.58 ,24.35 ,39.88 ,0
16,8,46.68 ,46.72 ,58.63 ,64.15 ,48.53 ,1
30,28,54.95 ,38.64 ,49.38 ,52.59 ,39.58 ,0
10,11,50.61 ,47.94 ,46.14 ,51.39 ,41.79 ,0
15,9,57.97 ,48.22 ,45.76 ,39.04 ,35.62 ,1
11,9,39.02 ,47.70 ,39.13 ,48.99 ,54.06 ,0
23,30,59.04 ,36.39 ,33.90 ,50.66 ,37.08 ,1
18,12,58.71 ,37.41 ,46.59 ,43.56 ,39.20 ,0
19,11,54.26 ,45.81 ,39.30 ,54.13 ,40.13 ,1
21,20,66.97 ,27.44 ,42.73 ,35.58 ,39.10 ,0
15,13,60.82 ,38.59 ,43.25 ,44.94 ,43.91 ,1
10,6,54.01 ,60.88 ,45.83 ,37.27 ,45.77 ,1
13,12,58.45 ,48.73 ,47.40 ,44.87 ,33.24 ,1
24,16,71.78 ,31.44 ,35.64 ,49.91 ,17.36 ,0
17,9,48.18 ,39.79 ,47.48 ,67.64 ,46.84 ,1
18,8,46.15 ,36.92 ,52.60 ,44.76 ,46.29 ,1
15,7,35.51 ,45.78 ,49.82 ,37.64 ,47.94 ,0
21,3,52.10 ,41.69 ,50.16 ,35.72 ,49.10 ,0
27,12,60.69 ,51.31 ,46.02 ,46.50 ,28.09 ,1
15,11,58.12 ,38.58 ,46.55 ,31.16 ,31.74 ,0
14,12,51.42 ,36.18 ,46.15 ,19.64 ,29.00 ,1
26,25,60.07 ,37.25 ,48.16 ,20.79 ,37.24 ,0
13,11,52.46 ,40.38 ,40.06 ,51.60 ,19.12 ,1
32,19,52.92 ,27.92 ,54.90 ,22.63 ,35.68 ,1
23,13,58.97 ,33.78 ,42.39 ,32.22 ,29.79 ,0
9,6,54.04 ,52.73 ,50.85 ,39.69 ,34.98 ,0
9,9,48.13 ,48.79 ,47.65 ,43.39 ,52.79 ,0
36,23,73.56 ,26.84 ,51.17 ,38.01 ,35.63 ,0
19,13,51.40 ,36.47 ,34.94 ,55.55 ,46.92 ,0
16,10,60.33 ,36.27 ,48.79 ,56.83 ,41.53 ,0
15,12,48.65 ,54.74 ,49.94 ,46.40 ,40.52 ,0
16,11,48.91 ,45.40 ,52.07 ,48.64 ,48.76 ,0
13,12,61.21 ,40.06 ,40.57 ,35.50 ,45.93 ,1
11,9,42.92 ,46.03 ,29.58 ,46.22 ,51.14 ,1
17,13,64.43 ,32.02 ,34.13 ,33.11 ,35.17 ,1
12,6,59.58 ,44.36 ,46.39 ,51.90 ,46.27 ,0
17,8,53.36 ,35.42 ,49.61 ,52.50 ,36.56 ,0
9,0,51.14 ,52.25 ,51.04 ,42.01 ,44.79 ,0
9,9,37.54 ,50.73 ,43.14 ,53.98 ,49.30 ,0
23,11,58.17 ,51.05 ,53.76 ,52.08 ,29.49 ,0
16,12,66.29 ,48.24 ,47.33 ,52.09 ,45.49 ,1
17,11,64.52 ,35.86 ,41.85 ,33.65 ,45.53 ,1
17,13,58.00 ,33.00 ,26.66 ,31.99 ,52.74 ,1
12,11,41.73 ,55.19 ,61.83 ,46.32 ,39.81 ,0
22,12,46.96 ,52.16 ,51.21 ,55.58 ,48.43 ,1
13,12,46.36 ,47.00 ,47.91 ,44.02 ,50.84 ,1
16,9,50.50 ,40.30 ,47.38 ,46.33 ,40.81 ,1
15,9,55.63 ,37.07 ,45.66 ,46.39 ,47.17 ,1
11,9,47.52 ,47.25 ,48.84 ,44.80 ,38.19 ,1
11,9,60.07 ,52.07 ,72.80 ,49.09 ,33.70 ,0
16,11,42.09 ,50.19 ,37.38 ,36.95 ,61.17 ,0
15,10,59.84 ,41.67 ,48.66 ,42.30 ,45.48 ,1
15,9,49.54 ,48.41 ,59.44 ,53.34 ,41.85 ,1
19,10,46.42 ,41.98 ,43.43 ,60.65 ,34.76 ,0
13,6,51.89 ,46.31 ,44.52 ,55.00 ,45.92 ,0
27,17,59.46 ,47.88 ,45.50 ,26.19 ,50.79 ,0
15,13,43.60 ,52.55 ,44.56 ,48.55 ,63.00 ,0
20,17,59.48 ,44.63 ,43.64 ,37.20 ,36.58 ,0
18,20,62.75 ,44.64 ,54.02 ,42.01 ,42.95 ,1
15,4,60.96 ,39.30 ,52.03 ,42.00 ,16.79 ,1
16,19,66.33 ,33.43 ,44.78 ,42.40 ,28.30 ,1
17,10,47.35 ,58.48 ,56.85 ,45.77 ,55.49 ,0
13,9,49.43 ,38.82 ,37.86 ,38.50 ,43.96 ,0
25,8,47.57 ,55.30 ,60.98 ,40.14 ,42.81 ,0
23,14,69.76 ,34.16 ,39.33 ,40.53 ,28.56 ,0
20,12,52.73 ,32.96 ,51.52 ,40.72 ,40.59 ,0
11,9,48.42 ,62.52 ,61.03 ,49.94 ,50.82 ,0
26,18,59.79 ,40.88 ,36.80 ,25.14 ,43.87 ,0
9,9,43.07 ,47.02 ,41.70 ,40.10 ,52.11 ,0
12,11,54.24 ,57.57 ,45.11 ,41.22 ,49.34 ,0
12,9,51.37 ,46.71 ,52.29 ,44.31 ,43.36 ,0
17,14,58.86 ,41.97 ,41.63 ,46.05 ,36.07 ,1
10,9,49.49 ,37.25 ,46.84 ,59.68 ,54.74 ,1
9,9,49.64 ,40.95 ,51.77 ,44.84 ,45.62 ,0
24,25,65.19 ,50.15 ,60.31 ,41.56 ,52.55 ,1
21,16,57.84 ,55.00 ,66.72 ,41.44 ,52.57 ,0
17,5,52.39 ,49.98 ,51.28 ,46.37 ,44.71 ,0
10,9,48.54 ,35.91 ,50.19 ,52.74 ,50.47 ,1
21,9,52.84 ,50.07 ,44.55 ,60.50 ,51.83 ,0
13,11,48.86 ,39.98 ,53.05 ,49.22 ,37.27 ,1
32,8,57.84 ,36.92 ,48.76 ,41.93 ,39.19 ,0
10,12,54.04 ,46.40 ,48.56 ,40.13 ,39.80 ,1
25,5,36.24 ,38.65 ,43.70 ,55.63 ,65.17 ,1
11,3,50.99 ,39.12 ,46.06 ,45.61 ,41.22 ,1
15,10,49.84 ,44.38 ,49.51 ,43.45 ,40.24 ,1
18,10,53.29 ,46.30 ,47.06 ,39.83 ,38.90 ,1
10,8,47.96 ,46.77 ,48.06 ,41.00 ,40.70 ,0
13,12,48.51 ,44.26 ,32.08 ,45.59 ,37.80 ,1
16,11,55.40 ,33.60 ,41.05 ,55.02 ,43.61 ,0
16,11,43.87 ,34.96 ,36.85 ,58.95 ,42.19 ,1
16,17,60.21 ,39.62 ,33.89 ,64.21 ,38.74 ,1
44,35,67.01 ,27.94 ,46.33 ,40.83 ,38.33 ,1
13,9,54.85 ,49.17 ,48.03 ,60.53 ,40.65 ,1
24,7,53.01 ,53.50 ,54.31 ,47.77 ,47.69 ,0
19,17,57.70 ,50.82 ,55.20 ,43.63 ,33.43 ,1
20,7,59.04 ,42.34 ,43.42 ,34.25 ,48.90 ,1
19,4,56.01 ,36.95 ,46.64 ,62.53 ,20.85 ,1
10,9,59.61 ,48.73 ,39.34 ,43.61 ,45.85 ,0
17,5,71.44 ,47.34 ,55.71 ,53.66 ,26.58 ,1
10,9,49.42 ,39.65 ,40.94 ,49.29 ,51.05 ,0
19,9,52.37 ,32.91 ,33.03 ,44.06 ,38.23 ,1
21,16,57.80 ,32.69 ,45.36 ,28.30 ,40.88 ,0
12,10,51.54 ,44.23 ,48.10 ,54.93 ,48.20 ,0
15,9,42.91 ,47.48 ,48.93 ,52.02 ,50.00 ,0
16,23,63.77 ,14.32 ,41.39 ,49.91 ,31.85 ,0
28,30,71.98 ,48.14 ,68.89 ,52.55 ,15.26 ,0
12,10,58.84 ,50.29 ,37.51 ,33.93 ,46.10 ,1
26,14,61.35 ,35.73 ,50.87 ,42.88 ,32.28 ,0
17,10,55.66 ,68.08 ,69.05 ,37.35 ,65.37 ,0
14,9,46.73 ,51.07 ,52.95 ,29.22 ,51.70 ,0
13,11,47.16 ,63.21 ,56.64 ,55.39 ,28.49 ,1
18,27,51.87 ,42.54 ,52.45 ,42.84 ,33.84 ,1
25,9,49.41 ,44.44 ,45.01 ,49.91 ,55.30 ,0
19,16,67.64 ,30.39 ,43.93 ,36.03 ,49.67 ,0
15,17,51.35 ,43.66 ,56.40 ,52.89 ,37.32 ,1
22,15,54.15 ,48.51 ,54.21 ,34.69 ,43.83 ,0
16,16,62.44 ,43.16 ,52.35 ,43.04 ,44.61 ,1
9,9,36.66 ,38.22 ,32.80 ,51.90 ,59.27 ,1
10,9,48.92 ,25.01 ,61.22 ,17.03 ,24.14 ,0
9,0,53.54 ,29.85 ,53.75 ,26.77 ,34.36 ,0
16,5,49.92 ,41.42 ,30.03 ,31.99 ,21.76 ,1
18,10,56.90 ,31.81 ,48.12 ,19.53 ,40.77 ,0
20,10,55.50 ,29.29 ,42.40 ,34.33 ,25.05 ,1
16,13,61.05 ,35.36 ,42.95 ,28.89 ,34.97 ,1
17,8,62.82 ,34.73 ,38.57 ,27.03 ,31.38 ,1
9,5,58.81 ,31.71 ,44.48 ,24.59 ,32.42 ,0
21,19,71.65 ,16.70 ,40.48 ,49.01 ,22.85 ,0
9,9,53.59 ,33.96 ,38.31 ,38.40 ,30.52 ,1
9,9,59.12 ,28.30 ,56.70 ,19.46 ,29.67 ,1
18,16,62.53 ,33.21 ,39.77 ,38.36 ,27.29 ,0
23,19,61.53 ,36.07 ,47.49 ,25.44 ,33.03 ,1
14,9,58.76 ,33.07 ,36.28 ,31.41 ,36.67 ,1
21,18,57.70 ,36.74 ,38.13 ,32.12 ,26.71 ,0
19,17,57.36 ,35.94 ,45.59 ,25.18 ,37.09 ,0
16,9,56.34 ,34.40 ,48.86 ,20.14 ,35.21 ,0
13,10,59.45 ,33.02 ,49.06 ,28.00 ,25.17 ,0
13,10,51.14 ,37.82 ,37.75 ,25.09 ,31.73 ,0
21,18,55.85 ,39.73 ,37.61 ,32.70 ,30.40 ,0
15,9,61.74 ,32.45 ,49.30 ,32.10 ,27.90 ,0
16,9,60.37 ,33.72 ,26.07 ,37.76 ,17.31 ,1
10,11,58.05 ,38.69 ,37.53 ,30.78 ,29.70 ,0
21,18,59.37 ,32.59 ,43.36 ,28.85 ,34.56 ,1
10,13,60.95 ,33.04 ,50.90 ,25.84 ,39.16 ,0
26,21,56.47 ,35.77 ,43.65 ,24.84 ,40.12 ,0
16,9,59.45 ,51.61 ,56.88 ,51.25 ,44.62 ,0
27,9,57.46 ,62.10 ,60.96 ,33.74 ,41.91 ,1
10,9,56.17 ,50.21 ,42.67 ,52.02 ,46.22 ,0
15,9,53.05 ,46.04 ,52.01 ,44.91 ,39.15 ,0
21,14,77.58 ,6.18 ,24.35 ,29.37 ,19.81 ,1
21,16,51.22 ,61.35 ,60.20 ,46.15 ,53.17 ,1
33,28,66.77 ,37.51 ,38.74 ,48.35 ,48.08 ,0
10,10,51.98 ,56.51 ,49.21 ,46.39 ,47.48 ,0
10,9,33.79 ,49.68 ,59.55 ,40.00 ,49.27 ,0
16,14,56.01 ,45.37 ,35.24 ,49.29 ,43.63 ,1
39,24,61.09 ,37.89 ,49.60 ,46.42 ,41.92 ,1
13,5,58.36 ,38.25 ,44.95 ,49.21 ,40.59 ,0
15,12,57.67 ,28.79 ,46.95 ,54.23 ,39.59 ,1
21,16,58.92 ,52.86 ,45.69 ,51.36 ,35.41 ,1
11,6,33.27 ,51.08 ,47.14 ,46.48 ,56.56 ,0
17,19,57.86 ,45.05 ,48.98 ,35.75 ,42.53 ,1
17,12,48.67 ,53.12 ,43.36 ,43.29 ,42.49 ,0
9,1,46.46 ,46.09 ,43.56 ,45.85 ,53.57 ,0
13,12,41.58 ,56.33 ,50.28 ,57.70 ,68.67 ,0
11,0,53.17 ,47.25 ,35.33 ,51.44 ,46.79 ,0
9,5,41.64 ,30.11 ,39.98 ,43.23 ,43.37 ,0
13,8,46.25 ,45.75 ,36.81 ,39.28 ,47.16 ,0
23,13,47.57 ,42.86 ,55.00 ,49.16 ,50.48 ,0
9,6,35.78 ,46.33 ,41.17 ,53.21 ,56.64 ,0
20,6,61.73 ,38.11 ,38.28 ,40.09 ,42.93 ,0
21,14,55.00 ,43.23 ,66.74 ,49.54 ,46.45 ,0
10,9,44.82 ,37.87 ,34.45 ,21.58 ,54.21 ,0
18,9,54.61 ,41.91 ,42.60 ,46.27 ,50.83 ,0
14,6,36.79 ,38.69 ,48.04 ,79.32 ,44.25 ,0
32,16,61.22 ,36.67 ,46.25 ,58.68 ,45.16 ,0
11,10,54.95 ,34.70 ,42.90 ,54.08 ,45.56 ,1
12,4,41.85 ,51.13 ,43.01 ,49.19 ,40.60 ,0
15,6,46.58 ,51.97 ,57.50 ,49.87 ,46.76 ,1
29,14,61.69 ,51.50 ,57.22 ,43.69 ,44.38 ,0
11,0,45.85 ,50.00 ,55.74 ,44.11 ,61.13 ,0
13,6,40.64 ,38.35 ,57.44 ,42.88 ,48.49 ,0
22,9,58.14 ,48.00 ,49.81 ,33.59 ,52.49 ,0
10,9,53.44 ,31.42 ,43.27 ,54.11 ,33.47 ,1
15,11,52.63 ,49.80 ,53.05 ,49.03 ,52.24 ,0
19,16,57.92 ,35.53 ,64.34 ,56.23 ,52.85 ,1
19,21,38.51 ,29.06 ,16.56 ,59.56 ,46.68 ,1
16,14,49.28 ,39.86 ,41.70 ,55.64 ,53.22 ,0
14,9,44.44 ,44.83 ,51.40 ,49.02 ,49.52 ,0
14,10,52.17 ,46.69 ,62.52 ,65.18 ,40.71 ,0
12,9,43.87 ,37.31 ,38.98 ,40.33 ,50.02 ,0
11,9,42.95 ,42.55 ,18.11 ,43.91 ,45.49 ,0
17,11,47.15 ,36.91 ,45.49 ,48.45 ,41.23 ,0
9,0,61.25 ,38.78 ,35.62 ,39.35 ,43.41 ,0
10,10,46.47 ,43.55 ,43.26 ,56.26 ,54.18 ,0
16,8,48.64 ,29.40 ,49.48 ,49.63 ,51.74 ,0
10,3,44.99 ,52.41 ,43.10 ,53.52 ,46.89 ,0
16,13,53.28 ,43.33 ,44.42 ,40.17 ,50.27 ,0
13,7,49.21 ,43.16 ,41.05 ,50.81 ,50.88 ,0
9,9,44.12 ,49.40 ,36.79 ,38.66 ,58.66 ,0
15,9,45.32 ,47.80 ,42.98 ,48.08 ,56.07 ,1
21,13,66.51 ,29.79 ,31.75 ,25.63 ,43.60 ,0
20,18,58.11 ,52.41 ,47.31 ,57.94 ,52.34 ,1
20,8,51.86 ,42.38 ,35.77 ,46.38 ,43.14 ,0
14,7,54.25 ,43.94 ,37.38 ,58.34 ,40.71 ,0
31,33,62.10 ,33.70 ,53.98 ,45.67 ,41.81 ,1
16,9,52.51 ,34.49 ,35.35 ,47.81 ,52.43 ,1
18,7,40.18 ,46.34 ,41.03 ,41.83 ,46.32 ,0
17,11,62.57 ,40.27 ,52.70 ,51.95 ,33.35 ,0
17,6,58.28 ,47.75 ,36.48 ,41.97 ,37.58 ,0
26,11,54.98 ,55.85 ,51.85 ,46.37 ,48.71 ,0
15,9,45.87 ,38.93 ,38.27 ,61.69 ,38.16 ,0
20,10,68.27 ,20.85 ,37.18 ,42.05 ,32.95 ,0
10,9,44.98 ,33.09 ,23.13 ,54.57 ,50.22 ,0
23,20,55.92 ,38.20 ,41.18 ,40.65 ,49.65 ,1
9,0,45.26 ,54.51 ,53.46 ,45.40 ,55.45 ,0
30,18,62.38 ,28.88 ,38.76 ,48.98 ,35.34 ,1
20,25,61.16 ,35.60 ,40.00 ,49.45 ,33.95 ,1
11,0,43.56 ,60.31 ,52.98 ,31.72 ,64.01 ,0
38,38,49.71 ,30.93 ,37.94 ,54.11 ,52.05 ,1
22,14,65.20 ,32.52 ,38.41 ,34.43 ,49.16 ,0
10,0,52.58 ,42.56 ,47.96 ,64.11 ,48.26 ,0
14,5,52.76 ,46.62 ,32.35 ,54.73 ,42.34 ,1
12,7,49.07 ,40.66 ,40.33 ,59.87 ,44.39 ,0
10,9,58.26 ,28.97 ,39.62 ,50.58 ,47.52 ,0
9,9,37.44 ,43.49 ,35.38 ,65.40 ,60.80 ,0
10,10,48.39 ,48.95 ,47.96 ,53.22 ,54.11 ,0
15,4,59.50 ,44.58 ,45.98 ,55.90 ,34.69 ,0
12,6,66.48 ,27.50 ,38.33 ,46.25 ,37.38 ,1
14,9,37.93 ,35.77 ,59.07 ,70.98 ,55.36 ,1
18,14,48.55 ,55.47 ,52.78 ,45.69 ,40.65 ,1
9,9,40.01 ,50.50 ,31.12 ,42.71 ,45.68 ,0
17,3,50.96 ,51.72 ,48.05 ,52.09 ,44.17 ,0
32,15,52.62 ,31.14 ,30.12 ,57.64 ,47.66 ,0
18,6,47.60 ,34.08 ,37.95 ,38.89 ,49.22 ,0
11,9,53.83 ,42.77 ,40.54 ,52.83 ,38.32 ,1
21,9,52.55 ,30.05 ,36.86 ,49.64 ,50.62 ,0
14,10,55.98 ,43.53 ,41.33 ,46.27 ,41.88 ,1
15,9,48.00 ,61.43 ,47.05 ,60.38 ,51.36 ,0
15,8,48.45 ,51.34 ,49.09 ,41.32 ,45.49 ,0
12,9,51.00 ,54.55 ,39.98 ,39.96 ,47.99 ,0
14,7,62.86 ,42.32 ,39.82 ,54.82 ,34.74 ,0
17,16,55.09 ,44.52 ,57.11 ,54.72 ,58.02 ,1
20,19,52.05 ,44.34 ,51.47 ,49.69 ,41.66 ,0
15,6,54.78 ,34.78 ,37.77 ,53.98 ,46.88 ,0
20,13,56.81 ,30.07 ,38.71 ,49.98 ,32.95 ,0
21,26,68.04 ,27.74 ,31.87 ,46.32 ,41.04 ,1
11,7,44.13 ,47.82 ,44.67 ,34.33 ,50.09 ,0
16,11,49.46 ,37.49 ,53.23 ,54.70 ,53.01 ,0
12,9,54.92 ,41.99 ,65.76 ,42.65 ,38.94 ,0
19,11,54.34 ,49.98 ,46.49 ,50.66 ,55.95 ,0
10,0,43.02 ,49.43 ,56.39 ,48.34 ,46.94 ,0
15,10,48.04 ,50.65 ,60.45 ,43.55 ,58.75 ,0
10,2,50.31 ,47.99 ,50.92 ,49.08 ,43.47 ,0
15,9,41.27 ,45.56 ,45.87 ,56.17 ,60.56 ,0
28,22,62.43 ,26.97 ,43.84 ,53.34 ,33.84 ,0
27,23,54.77 ,40.89 ,45.28 ,44.91 ,41.07 ,0
10,10,46.99 ,58.00 ,73.19 ,58.57 ,53.32 ,1
16,6,48.67 ,29.93 ,44.16 ,46.13 ,48.74 ,0
20,14,66.72 ,27.49 ,28.68 ,51.11 ,41.63 ,1
9,9,47.03 ,47.49 ,51.79 ,49.83 ,49.64 ,0
10,9,46.33 ,51.26 ,46.24 ,45.55 ,48.51 ,0
15,11,49.15 ,48.22 ,42.30 ,49.25 ,54.37 ,0
12,9,39.54 ,49.62 ,54.96 ,49.75 ,51.99 ,0
19,6,46.91 ,49.17 ,59.84 ,39.29 ,47.90 ,0
13,9,44.58 ,48.44 ,48.98 ,58.50 ,48.29 ,0
9,3,42.01 ,54.32 ,48.19 ,52.77 ,48.84 ,0
10,9,39.11 ,54.44 ,64.38 ,49.94 ,44.07 ,0
10,5,63.02 ,58.78 ,53.33 ,45.60 ,48.02 ,0
12,0,35.55 ,50.62 ,51.64 ,63.12 ,54.25 ,0
17,5,43.44 ,48.27 ,58.03 ,49.86 ,50.73 ,0
19,14,58.24 ,26.75 ,55.09 ,56.39 ,39.31 ,0
19,8,52.71 ,38.87 ,51.75 ,44.92 ,44.77 ,0
18,8,36.56 ,42.83 ,37.16 ,52.39 ,47.81 ,0
16,12,52.13 ,45.21 ,51.87 ,51.90 ,45.30 ,0
31,21,55.51 ,44.11 ,51.22 ,60.29 ,45.71 ,1
17,8,45.14 ,53.93 ,53.25 ,56.89 ,56.72 ,0
17,9,58.17 ,42.30 ,46.97 ,47.90 ,35.04 ,0
18,4,47.73 ,53.13 ,49.40 ,37.99 ,53.05 ,0
17,9,51.68 ,52.42 ,53.83 ,37.80 ,52.68 ,1
38,35,57.78 ,48.37 ,40.03 ,49.12 ,57.97 ,1
9,9,43.96 ,62.84 ,53.77 ,63.69 ,56.33 ,1
18,10,39.40 ,58.34 ,60.31 ,40.48 ,60.96 ,0
18,9,50.09 ,45.09 ,50.02 ,54.92 ,47.38 ,0
16,9,58.00 ,47.80 ,47.67 ,46.30 ,45.05 ,1
15,3,46.42 ,42.45 ,46.36 ,66.75 ,56.96 ,1
15,17,57.08 ,40.62 ,46.45 ,54.71 ,51.62 ,1
15,9,53.73 ,38.78 ,41.46 ,42.38 ,40.12 ,0
13,11,57.30 ,27.72 ,38.45 ,47.52 ,33.18 ,0
12,9,49.97 ,39.75 ,46.20 ,40.64 ,34.61 ,1
15,10,48.74 ,39.52 ,50.66 ,53.39 ,52.52 ,0
11,6,34.97 ,59.28 ,56.15 ,48.29 ,57.04 ,0
9,9,45.66 ,52.51 ,59.53 ,51.82 ,49.08 ,0
18,20,55.51 ,40.16 ,39.61 ,42.26 ,49.78 ,0
22,11,37.39 ,56.86 ,46.63 ,67.53 ,49.77 ,0
13,14,44.04 ,41.92 ,44.03 ,47.64 ,51.87 ,0
18,19,64.34 ,41.45 ,42.02 ,51.52 ,45.94 ,1
15,6,50.76 ,46.19 ,56.81 ,56.26 ,53.09 ,0
9,8,39.69 ,57.82 ,47.29 ,48.06 ,60.39 ,1
28,22,58.60 ,42.12 ,40.42 ,38.73 ,43.99 ,0
19,20,58.92 ,23.29 ,21.97 ,45.56 ,48.20 ,1
34,20,63.78 ,40.65 ,60.67 ,30.64 ,43.77 ,0
22,12,56.33 ,49.08 ,51.24 ,41.99 ,49.57 ,0
25,24,52.18 ,15.96 ,38.34 ,43.43 ,54.94 ,0
23,12,59.15 ,51.36 ,37.92 ,35.90 ,42.18 ,0
18,9,59.22 ,45.21 ,44.21 ,38.57 ,37.09 ,0
29,14,59.69 ,40.99 ,40.93 ,45.68 ,46.57 ,1
18,21,48.63 ,39.04 ,43.62 ,48.22 ,50.97 ,1
9,9,51.46 ,33.36 ,25.52 ,51.10 ,43.37 ,0
17,9,62.06 ,42.72 ,52.05 ,60.11 ,43.42 ,1
17,15,65.22 ,45.19 ,49.14 ,41.90 ,33.40 ,0
12,12,50.19 ,49.99 ,54.21 ,55.80 ,43.03 ,1
9,9,43.48 ,39.39 ,50.47 ,48.08 ,42.24 ,0
26,22,56.10 ,51.02 ,62.39 ,41.26 ,48.32 ,0
11,9,36.57 ,66.03 ,42.72 ,54.88 ,54.07 ,0
10,10,44.27 ,47.18 ,51.59 ,54.84 ,51.77 ,0
15,12,46.34 ,41.99 ,49.39 ,66.47 ,48.69 ,1
33,22,60.60 ,27.52 ,28.16 ,50.49 ,30.54 ,1
12,10,52.98 ,43.67 ,42.31 ,51.38 ,49.07 ,1
21,20,64.62 ,38.74 ,42.10 ,54.93 ,43.62 ,1
11,6,42.42 ,50.18 ,59.20 ,43.71 ,55.14 ,0
18,10,53.82 ,41.48 ,43.11 ,41.28 ,46.08 ,0
10,9,50.73 ,50.57 ,37.55 ,49.79 ,51.68 ,1
17,12,49.98 ,33.03 ,45.60 ,27.12 ,43.52 ,0
9,6,42.78 ,28.45 ,32.22 ,42.38 ,36.12 ,1
16,5,36.63 ,55.87 ,52.22 ,73.82 ,61.39 ,1
9,0,48.75 ,45.57 ,34.67 ,49.19 ,58.11 ,1
9,2,57.31 ,37.36 ,38.43 ,36.28 ,43.81 ,1
16,9,43.53 ,51.86 ,35.89 ,52.40 ,36.24 ,1
18,6,59.42 ,31.07 ,39.39 ,55.79 ,29.99 ,0
13,12,56.15 ,46.13 ,43.79 ,37.66 ,43.47 ,0
17,9,52.84 ,43.10 ,43.30 ,50.61 ,43.06 ,0
9,10,49.69 ,44.61 ,45.49 ,43.73 ,48.64 ,0
14,6,41.56 ,63.19 ,52.42 ,62.41 ,49.30 ,0
17,13,63.28 ,30.81 ,39.33 ,55.98 ,51.10 ,1
10,9,37.49 ,47.64 ,49.98 ,45.30 ,56.36 ,0
10,9,45.35 ,47.91 ,42.67 ,43.40 ,50.28 ,0
33,2,62.75 ,33.60 ,47.18 ,39.40 ,42.57 ,0
16,12,47.73 ,54.26 ,56.20 ,39.94 ,51.11 ,0
19,16,50.57 ,32.94 ,39.40 ,56.19 ,49.80 ,1
12,9,29.23 ,55.56 ,53.45 ,78.62 ,56.76 ,0
19,27,78.36 ,46.19 ,50.77 ,65.19 ,53.03 ,1
19,14,57.33 ,43.22 ,48.31 ,50.54 ,52.59 ,1
12,5,52.47 ,36.77 ,31.51 ,44.57 ,45.78 ,0
9,6,43.59 ,60.72 ,50.48 ,47.73 ,54.51 ,0
10,12,53.02 ,42.23 ,45.15 ,58.52 ,55.83 ,0
21,10,49.35 ,40.96 ,38.11 ,51.29 ,55.22 ,0
17,6,56.05 ,49.35 ,48.34 ,39.31 ,49.53 ,0
15,10,40.45 ,48.78 ,53.36 ,51.14 ,54.87 ,0
9,9,41.43 ,51.60 ,57.38 ,48.44 ,51.58 ,0
12,0,36.79 ,58.63 ,47.72 ,64.03 ,62.43 ,0
13,4,48.32 ,53.45 ,39.15 ,54.01 ,54.46 ,1
23,10,52.31 ,35.03 ,38.69 ,63.21 ,46.63 ,1
15,0,44.63 ,50.25 ,49.31 ,52.68 ,53.35 ,0
26,19,49.42 ,50.25 ,42.63 ,51.52 ,41.17 ,1
10,7,41.95 ,44.74 ,37.18 ,68.45 ,58.80 ,1
13,10,55.49 ,30.31 ,40.08 ,54.94 ,46.32 ,0
22,16,50.91 ,32.46 ,42.45 ,54.71 ,34.48 ,0
16,0,50.08 ,45.57 ,63.51 ,44.19 ,35.72 ,0
12,9,54.84 ,41.77 ,42.23 ,52.63 ,46.38 ,0
14,9,54.68 ,34.69 ,51.42 ,56.27 ,39.58 ,0
15,8,53.53 ,44.36 ,46.47 ,43.05 ,51.77 ,1
13,11,43.04 ,54.10 ,63.85 ,74.56 ,60.69 ,0
20,7,62.84 ,44.69 ,49.15 ,38.72 ,44.63 ,0
27,15,52.06 ,44.55 ,55.62 ,46.48 ,49.60 ,1
14,0,60.26 ,41.91 ,36.97 ,40.64 ,42.17 ,1
16,8,42.07 ,37.36 ,48.53 ,67.73 ,42.80 ,1
9,9,42.26 ,54.42 ,58.06 ,44.47 ,54.07 ,1
12,7,53.13 ,30.86 ,34.93 ,34.17 ,48.31 ,1
9,3,43.17 ,47.58 ,45.89 ,47.84 ,50.99 ,1
41,30,73.99 ,26.93 ,28.22 ,49.58 ,43.49 ,0
16,13,54.56 ,46.02 ,50.53 ,45.69 ,47.53 ,1
16,10,57.42 ,32.89 ,40.51 ,46.74 ,48.50 ,1
15,12,40.36 ,50.48 ,49.85 ,50.53 ,52.73 ,0
19,0,56.07 ,44.60 ,39.78 ,49.89 ,53.99 ,0
13,12,44.68 ,48.30 ,38.56 ,59.82 ,58.06 ,1
16,5,46.54 ,49.08 ,41.88 ,50.69 ,48.04 ,0
24,6,55.13 ,49.04 ,38.85 ,39.80 ,39.18 ,0
9,0,63.71 ,55.25 ,38.70 ,58.71 ,46.10 ,1
25,17,46.55 ,45.98 ,33.71 ,19.52 ,50.10 ,0
